149	94	405	178
149	93	405	178
150	93	408	179
151	94	412	181
153	95	416	183
154	96	420	185
156	97	424	186
157	98	428	188
159	99	432	190
160	100	436	192
162	101	440	193
163	102	445	195
144	93	405	178
143	93	405	178
143	93	405	178
142	93	405	178
142	93	405	178
141	93	405	178
141	93	405	178
140	93	405	178
140	93	405	178
139	93	405	178
139	93	405	178
151	101	389	171
150	101	388	170
150	101	387	170
151	102	386	170
151	102	385	169
151	103	385	169
152	103	384	168
152	103	383	168
152	104	382	168
152	104	381	167
153	105	380	167
139	98	404	177
139	98	403	176
138	98	403	176
138	98	403	176
137	98	404	177
137	98	404	177
136	98	405	177
136	98	405	177
135	98	406	177
134	98	406	177
134	98	406	178
130	94	421	185
129	94	421	185
128	93	422	185
127	93	423	186
127	93	424	186
126	93	426	187
125	92	427	187
124	92	428	188
124	92	429	188
123	92	430	189
122	91	432	189
116	93	429	188
115	92	430	188
114	92	431	188
113	92	432	189
112	92	433	189
110	92	433	190
109	91	434	190
108	91	435	190
107	91	436	191
106	91	437	191
105	91	438	192
115	99	421	185
113	98	421	185
113	99	421	185
112	99	421	185
112	99	421	185
111	99	421	185
111	100	421	185
110	100	421	185
110	100	421	185
109	101	421	185
109	101	421	185
102	96	438	192
101	96	437	191
100	96	438	192
99	96	439	192
98	96	440	193
97	96	441	193
97	96	442	193
96	96	443	194
95	96	443	194
94	95	444	194
93	95	445	195
82	92	456	200
81	91	456	200
79	91	458	200
78	91	459	201
76	91	460	202
75	90	462	202
73	90	463	203
72	90	465	203
70	90	466	204
69	89	467	205
67	89	469	205
76	94	447	196
74	93	448	196
73	93	448	196
72	93	448	196
71	93	448	196
70	93	448	196
69	93	448	196
68	93	448	196
67	93	448	196
66	93	448	196
66	93	449	196
72	90	465	204
71	90	465	204
70	89	466	204
69	89	466	204
69	89	467	205
68	89	468	205
68	88	469	206
67	88	470	206
67	88	471	206
66	88	472	207
66	88	473	207
69	86	484	212
68	85	484	212
68	85	486	213
67	85	487	213
67	84	489	214
66	84	490	214
66	84	492	215
66	83	493	216
65	83	495	216
65	83	496	217
65	82	498	218
59	81	503	221
58	80	504	221
57	80	506	222
57	79	507	223
56	79	509	223
55	79	511	224
55	78	512	225
54	78	514	226
53	77	516	226
53	77	517	227
52	77	519	228
37	83	523	230
36	82	524	230
34	82	526	231
33	82	528	232
31	82	529	233
30	82	531	233
28	82	533	234
27	82	535	235
25	82	537	236
24	82	538	237
22	82	540	237
32	78	545	239
30	77	546	239
29	77	548	240
28	77	550	241
27	77	552	242
26	76	554	243
25	76	556	243
25	76	558	244
24	76	560	245
23	75	562	246
22	75	563	247
51	81	534	234
50	80	535	234
50	80	536	234
51	80	536	234
52	80	536	234
53	80	536	234
53	80	536	235
54	80	536	235
55	81	536	235
55	81	537	235
56	81	537	235
20	76	555	244
20	76	555	244
19	75	556	244
18	75	557	245
16	75	558	245
15	75	559	246
14	74	560	246
12	74	561	247
11	74	562	247
10	74	564	248
8	73	565	248
2	71	578	254
0	70	579	254
0	70	580	255
-2	69	582	256
-4	69	584	256
-5	69	586	257
-7	68	587	258
-9	68	589	259
-10	68	591	260
-12	67	593	260
-14	67	595	261
20	76	555	244
18	75	556	244
18	75	556	244
19	75	555	244
19	75	555	244
19	76	554	243
20	76	554	243
20	76	553	243
20	76	552	243
21	76	552	242
21	76	551	242
19	78	545	239
19	78	544	238
19	78	543	238
19	78	542	237
19	78	541	237
20	78	540	237
20	79	539	236
20	79	539	236
20	79	538	235
20	79	537	235
21	79	536	234
24	81	534	234
24	81	533	233
24	81	532	233
24	81	531	232
25	81	530	232
25	82	529	231
25	82	528	231
26	82	527	230
26	82	526	230
26	83	525	229
27	83	524	229
28	79	513	225
28	79	512	224
28	79	510	223
29	79	508	223
29	79	507	222
29	79	505	221
30	79	504	221
30	79	502	220
30	79	501	219
31	79	499	219
31	79	498	218
44	78	493	216
44	77	491	215
45	77	489	214
46	77	487	213
47	77	486	212
48	77	484	212
49	77	482	211
50	77	480	210
51	77	479	209
52	77	477	209
53	77	475	208
37	80	484	212
38	79	482	211
38	80	481	210
38	80	479	210
38	80	478	209
38	80	477	209
38	80	476	208
38	80	475	208
38	80	473	207
38	80	472	206
38	80	471	206
41	84	465	204
41	84	463	203
41	84	462	202
41	84	460	202
41	84	459	201
41	85	457	200
41	85	456	200
42	85	454	199
42	85	453	199
42	86	451	198
42	86	450	197
78	86	456	200
78	86	454	199
80	86	453	198
82	86	452	198
84	86	451	197
86	87	450	197
88	87	449	196
90	87	447	196
93	87	446	196
95	88	445	195
97	88	444	195
96	89	465	204
98	89	463	203
100	89	463	203
102	89	464	203
103	89	464	203
105	90	464	203
107	90	464	203
109	90	464	203
111	90	464	203
113	91	464	203
115	91	464	203
115	104	447	196
116	104	447	196
118	105	446	195
120	106	445	195
122	107	444	194
124	107	443	194
125	108	442	194
127	109	441	193
129	110	440	193
131	111	439	192
133	112	439	192
99	107	438	192
100	107	437	191
100	108	436	191
100	109	435	190
100	109	434	190
100	110	433	189
99	110	432	189
99	111	431	189
99	111	430	188
99	112	429	188
99	113	428	187
82	105	421	185
81	105	420	184
80	105	418	184
79	105	417	183
78	105	416	182
77	105	414	182
76	106	413	181
75	106	412	181
73	106	411	180
72	106	409	180
71	106	408	179
81	114	404	177
79	114	402	176
79	114	401	175
78	115	399	175
78	115	398	174
77	116	396	173
77	116	395	173
76	117	393	172
76	117	392	171
75	118	390	171
74	118	389	170
80	116	397	174
79	116	395	173
79	116	394	172
78	117	393	172
78	117	392	172
78	117	391	171
78	118	390	171
78	118	389	170
77	118	388	170
77	119	387	169
77	119	386	169
96	110	381	167
95	110	380	166
96	110	378	166
97	109	377	165
98	109	376	164
99	109	375	164
99	109	373	163
100	109	372	163
101	108	371	162
102	108	370	162
103	108	368	161
84	102	397	174
84	101	395	173
84	101	396	173
84	100	396	173
83	100	396	173
83	99	397	174
83	99	397	174
83	98	398	174
82	97	398	174
82	97	398	174
82	96	399	174
75	93	413	181
74	92	413	181
74	91	414	181
73	90	415	182
72	90	416	182
72	89	417	183
71	88	419	183
70	88	420	184
69	87	421	184
69	86	422	185
68	85	423	185
66	93	413	181
65	92	414	181
64	91	414	181
63	91	415	181
62	91	415	182
62	91	416	182
61	90	416	182
60	90	417	182
59	90	417	182
59	89	417	183
58	89	418	183
57	84	429	188
56	83	429	188
55	83	430	188
54	82	431	189
53	81	432	189
52	81	433	190
52	80	434	190
51	80	435	190
50	79	436	191
49	78	437	191
48	78	438	192
56	93	413	181
55	92	414	181
54	92	413	181
54	92	413	181
54	93	412	180
53	93	412	180
53	93	411	180
52	93	411	180
52	94	410	180
52	94	410	179
51	94	409	179
64	95	404	177
63	95	403	176
63	95	402	176
64	95	402	176
64	96	401	175
64	96	400	175
65	96	399	175
65	96	398	174
65	97	398	174
66	97	397	174
66	97	396	173
46	91	421	185
46	91	420	184
45	91	420	184
44	91	421	185
43	90	422	185
42	90	422	185
42	90	423	186
41	90	424	186
40	90	424	186
39	90	425	187
38	90	425	187
54	82	438	192
53	81	438	192
53	81	439	192
53	80	441	193
53	80	442	193
53	79	443	194
53	79	444	195
53	78	446	195
53	77	447	196
53	77	448	196
53	76	450	197
67	81	421	185
67	80	422	185
67	80	421	185
68	79	421	185
69	79	421	185
70	79	420	184
71	78	420	184
71	78	419	184
72	78	419	184
73	78	418	184
74	77	418	184
80	85	404	177
80	84	403	176
81	84	402	176
82	84	401	175
84	85	399	175
85	85	398	174
86	85	397	174
87	85	396	173
88	85	395	173
89	85	394	172
90	85	392	171
98	93	389	171
99	93	387	170
100	93	386	169
101	94	385	169
103	94	383	168
104	95	382	168
106	95	381	167
107	96	379	167
109	96	378	166
110	97	377	165
111	97	375	165
94	85	404	177
95	85	402	176
95	85	402	176
96	85	403	176
96	84	403	176
96	84	403	176
97	84	404	176
97	84	404	177
97	83	404	177
98	83	405	177
98	83	405	177
91	71	421	185
91	70	421	185
91	69	422	185
91	68	423	186
91	68	424	186
91	67	425	187
90	66	427	187
90	65	428	188
90	64	429	188
90	63	430	189
90	62	431	189
86	88	413	181
85	87	414	181
85	87	414	181
85	88	414	181
84	88	414	181
84	89	414	181
84	89	414	181
83	90	414	181
83	90	414	181
83	91	414	181
82	92	414	181
76	76	421	185
75	76	421	185
74	76	421	185
74	75	421	185
73	75	422	185
72	75	422	185
72	74	423	185
71	74	423	186
70	73	423	186
70	73	424	186
69	73	424	186
123	80	429	188
122	79	429	188
124	79	430	188
126	79	430	188
129	79	431	188
131	79	431	189
133	79	432	189
136	79	433	189
138	79	433	189
140	79	434	190
143	79	434	190
117	83	413	181
119	83	413	181
120	83	412	180
120	83	412	180
121	83	411	180
122	83	411	180
123	84	410	179
123	84	409	179
124	84	409	179
125	84	408	178
125	84	407	178
122	81	421	185
122	81	420	184
123	81	420	184
123	81	420	184
124	81	420	184
124	81	420	185
125	81	420	185
125	81	421	185
126	81	421	185
126	81	421	185
127	80	421	185
124	83	438	192
124	82	438	192
124	83	439	192
125	83	440	192
125	83	441	193
125	83	442	193
125	83	443	194
126	83	444	194
126	83	445	195
126	83	446	195
127	83	447	196
82	86	447	196
82	86	448	196
80	86	448	196
77	86	449	197
75	86	450	197
73	86	451	198
71	87	452	198
68	87	453	198
66	87	454	199
64	87	455	199
62	87	456	200
45	91	447	196
42	91	447	196
39	91	448	196
36	91	448	196
33	92	449	196
30	92	449	197
27	93	449	197
24	93	450	197
21	93	450	197
18	94	450	197
15	94	451	197
49	100	429	188
45	100	429	188
44	101	428	187
43	101	427	187
42	102	426	186
41	102	425	186
40	103	424	186
39	104	424	185
38	104	423	185
37	105	422	184
36	106	421	184
40	85	447	196
38	85	446	195
38	85	446	195
37	84	447	196
36	83	447	196
35	83	448	196
35	82	449	196
34	82	449	197
33	81	450	197
32	81	450	197
31	80	451	197
35	79	447	196
34	78	447	196
33	77	447	196
33	77	448	196
32	76	448	196
31	75	448	196
31	75	449	196
30	74	449	197
30	74	449	197
29	73	450	197
29	72	450	197
35	82	438	192
34	81	438	192
34	81	437	191
34	81	437	191
33	81	437	191
33	81	436	191
33	80	436	191
33	80	435	191
32	80	435	190
32	80	435	190
32	80	434	190
29	73	429	188
28	72	428	187
28	72	427	187
28	71	427	187
27	71	426	186
27	70	425	186
26	70	425	186
26	69	424	185
26	69	423	185
25	68	423	185
25	68	422	185
34	74	429	188
33	73	428	187
33	73	428	187
33	73	427	187
33	73	427	187
34	72	427	187
34	72	426	187
34	72	426	186
34	72	426	186
34	72	426	186
34	72	425	186
44	74	429	188
44	73	428	187
44	73	428	187
45	73	428	187
45	73	428	187
46	73	428	187
47	73	428	187
47	73	428	187
48	73	428	187
49	73	428	187
49	73	427	187
39	74	429	188
39	73	428	187
39	73	428	187
39	73	428	187
39	73	428	187
39	73	428	187
39	73	428	187
39	73	428	187
39	73	428	187
39	73	428	187
39	73	428	187
46	70	447	196
45	69	446	195
46	69	447	196
46	69	448	196
47	69	449	197
47	69	450	197
47	68	451	198
48	68	452	198
48	68	453	199
48	68	454	199
49	67	455	199
51	77	438	192
51	76	439	192
51	77	438	192
52	77	438	192
52	77	438	192
53	77	438	192
53	78	438	192
53	78	438	192
54	78	438	192
54	79	438	192
55	79	438	192
46	77	438	192
46	77	437	191
46	77	437	191
46	77	437	191
46	77	437	191
46	77	437	191
45	77	437	191
45	78	437	191
45	78	437	191
45	78	437	191
45	78	437	191
35	77	438	192
34	77	437	191
34	77	437	191
33	77	437	191
32	77	437	191
32	77	437	191
31	77	437	191
30	77	437	191
30	77	437	191
29	77	437	191
28	77	437	191
16	73	456	200
15	73	455	199
13	72	456	200
12	72	457	200
11	72	458	201
9	72	459	201
8	72	460	202
7	71	461	202
5	71	462	203
4	71	463	203
3	71	464	203
10	75	447	196
8	74	447	196
7	74	447	196
6	74	447	196
5	74	447	196
5	74	447	196
4	74	447	196
3	74	447	196
2	74	447	196
1	74	447	196
0	74	447	196
36	75	447	196
35	75	446	195
36	75	446	195
37	75	446	195
38	75	446	195
39	75	446	195
40	75	446	195
41	75	446	195
42	75	446	195
44	75	446	195
45	75	446	195
33	76	465	204
34	76	464	203
34	76	465	204
34	76	466	204
35	76	467	205
35	76	468	205
36	76	469	206
36	76	470	206
36	76	471	206
37	76	472	207
37	76	473	207
22	77	465	204
22	77	465	204
21	77	466	204
21	77	466	204
20	77	467	205
20	77	467	205
19	77	468	205
19	77	468	205
18	77	469	205
18	77	469	205
17	77	469	206
32	79	456	200
31	79	456	200
31	79	456	200
32	79	455	199
32	79	455	199
32	79	455	199
33	79	454	199
33	79	454	199
33	80	453	199
33	80	453	198
34	80	453	198
36	83	438	192
36	83	437	191
36	83	436	191
37	83	435	190
37	83	434	190
37	84	432	189
38	84	431	189
38	84	430	188
39	85	429	188
39	85	428	187
39	85	426	187
41	83	438	192
41	83	436	191
41	83	436	191
42	83	435	191
42	83	435	190
43	83	434	190
43	83	434	190
43	83	433	190
44	84	433	189
44	84	432	189
45	84	432	189
41	83	438	192
41	83	437	191
41	83	437	191
41	83	437	191
41	83	437	191
42	83	436	191
42	83	436	191
42	83	436	191
42	83	436	191
42	83	436	191
42	83	436	191
41	83	438	192
41	83	437	191
41	83	437	191
41	83	437	191
41	83	437	191
41	83	437	191
41	83	437	191
41	83	437	191
41	83	437	191
41	83	437	191
41	83	437	191
39	81	421	185
39	81	420	184
38	80	420	184
38	80	419	184
38	80	418	183
38	80	417	183
38	80	416	183
38	80	415	182
38	80	414	182
38	80	413	181
38	80	412	181
29	81	421	185
28	80	420	184
28	80	419	184
27	80	419	184
27	80	418	184
26	80	418	183
25	80	417	183
25	80	417	183
24	80	417	183
24	80	416	183
23	80	416	183
38	80	404	177
37	79	403	176
37	79	402	176
37	79	401	175
38	79	400	175
38	79	399	174
38	79	398	174
38	79	397	173
39	79	396	173
39	79	394	172
39	79	393	172
50	88	389	171
50	87	387	170
51	88	386	169
51	88	385	169
52	89	384	168
53	89	382	168
54	89	381	167
55	90	380	167
55	90	378	166
56	91	377	166
57	91	376	165
62	92	374	164
62	92	372	163
63	92	371	162
64	93	370	162
65	93	368	161
66	94	367	161
67	94	365	160
68	94	364	159
69	95	363	159
70	95	361	158
71	96	360	158
73	95	359	158
74	95	357	157
75	95	356	156
76	96	354	156
77	96	353	155
78	96	352	155
79	97	350	154
80	97	349	153
81	97	348	153
82	98	346	152
83	98	345	152
66	92	374	164
67	92	372	163
67	92	372	163
67	92	373	163
67	92	373	163
67	92	373	163
67	92	374	163
67	92	374	164
67	92	374	164
67	91	375	164
67	91	375	164
70	93	366	161
70	92	366	161
70	92	366	161
70	92	365	160
70	93	365	160
70	93	365	160
70	93	365	160
71	93	364	160
71	93	364	160
71	93	364	160
71	93	364	160
69	95	359	158
69	95	358	157
69	95	358	157
69	95	357	157
69	95	357	157
69	95	356	157
69	95	356	156
69	95	355	156
69	95	355	156
69	95	354	156
69	96	354	156
64	94	345	151
64	94	344	150
63	94	343	150
63	94	342	149
63	94	341	149
62	94	340	148
62	94	339	148
62	94	338	147
62	94	337	147
61	94	336	146
61	94	335	146
